        0.0000   0.029667   0.288800   0.318467 
      200.0000  -0.095364   0.294141   0.198777 
      400.0000  -0.185926   0.291134   0.105208 
      600.0000  -0.275340   0.290883   0.015543 
      800.0000  -0.353714   0.285726  -0.067988 
     1000.0000  -0.424120   0.289627  -0.134493 
     1200.0000  -0.491651   0.291890  -0.199761 
     1400.0000  -0.544017   0.287822  -0.256195 
     1600.0000  -0.594595   0.287314  -0.307281 
     1800.0000  -0.642465   0.286257  -0.356207 
     2000.0000  -0.684536   0.289684  -0.394851 
     2200.0000  -0.721773   0.289946  -0.431827 
     2400.0000  -0.753949   0.287454  -0.466495 
     2600.0000  -0.785119   0.288183  -0.496936 
     2800.0000  -0.812005   0.289133  -0.522872 
     3000.0000  -0.836061   0.284611  -0.551450 
     3200.0000  -0.856052   0.286906  -0.569146 
     3400.0000  -0.877721   0.285514  -0.592207 
     3600.0000  -0.897878   0.287273  -0.610605 
     3800.0000  -0.911810   0.287460  -0.624350 
     4000.0000  -0.930474   0.287076  -0.643397 
     4200.0000  -0.944522   0.285759  -0.658763 
     4400.0000  -0.956320   0.284357  -0.671963 
     4600.0000  -0.969066   0.287277  -0.681789 
     4800.0000  -0.977032   0.286445  -0.690586 
     5000.0000  -0.982924   0.288300  -0.694624 
     5200.0000  -0.992137   0.285999  -0.706138 
     5400.0000  -1.003155   0.286630  -0.716525 
     5600.0000  -1.008961   0.286629  -0.722333 
     5800.0000  -1.015766   0.285878  -0.729889 
     6000.0000  -1.023349   0.285974  -0.737376 
     6200.0000  -1.028876   0.287192  -0.741684 
     6400.0000  -1.036804   0.282908  -0.753896 
     6600.0000  -1.040156   0.284395  -0.755762 
     6800.0000  -1.044136   0.282032  -0.762104 
     7000.0000  -1.046398   0.285927  -0.760471 
     7200.0000  -1.050271   0.284664  -0.765607 
     7400.0000  -1.056882   0.283127  -0.773755 
     7600.0000  -1.061995   0.283962  -0.778033 
     7800.0000  -1.067566   0.286899  -0.780667 
     8000.0000  -1.067058   0.285474  -0.781585 
     8200.0000  -1.071079   0.285986  -0.785093 
     8400.0000  -1.071074   0.282442  -0.788633 
     8600.0000  -1.075999   0.281838  -0.794161 
     8800.0000  -1.076813   0.288658  -0.788156 
     9000.0000  -1.077408   0.284399  -0.793008 
     9200.0000  -1.082462   0.282532  -0.799930 
     9400.0000  -1.083406   0.284507  -0.798899 
     9600.0000  -1.088368   0.285632  -0.802737 
     9800.0000  -1.089177   0.285073  -0.804104 
    10000.0000  -1.092008   0.285138  -0.806870 
    10200.0000  -1.095032   0.285540  -0.809492 
    10400.0000  -1.094857   0.282543  -0.812314 
    10600.0000  -1.093845   0.281741  -0.812104 
    10800.0000  -1.096207   0.283321  -0.812886 
    11000.0000  -1.096784   0.283635  -0.813149 
    11200.0000  -1.095141   0.285503  -0.809638 
    11400.0000  -1.093393   0.283049  -0.810344 
    11600.0000  -1.090904   0.282133  -0.808771 
    11800.0000  -1.090734   0.283715  -0.807019 
    12000.0000  -1.092003   0.285613  -0.806390 
    12200.0000  -1.094214   0.286195  -0.808020 
    12400.0000  -1.094598   0.283170  -0.811428 
    12600.0000  -1.094578   0.284307  -0.810271 
    12800.0000  -1.097241   0.284226  -0.813015 
    13000.0000  -1.099635   0.283514  -0.816121 
    13200.0000  -1.101301   0.284251  -0.817050 
    13400.0000  -1.104778   0.283264  -0.821515 
    13600.0000  -1.105823   0.284195  -0.821628 
    13800.0000  -1.102981   0.284758  -0.818223 
    14000.0000  -1.105902   0.284835  -0.821067 
    14200.0000  -1.106154   0.284422  -0.821732 
    14400.0000  -1.108780   0.284016  -0.824765 
    14600.0000  -1.110386   0.283387  -0.826999 
    14800.0000  -1.106703   0.287875  -0.818828 
    15000.0000  -1.108192   0.284238  -0.823954 
    15200.0000  -1.110904   0.283289  -0.827615 
    15400.0000  -1.110927   0.283579  -0.827349 
    15600.0000  -1.112976   0.286370  -0.826607 
    15800.0000  -1.115585   0.285392  -0.830194 
    16000.0000  -1.117975   0.286823  -0.831152 
    16200.0000  -1.112561   0.287171  -0.825389 
    16400.0000  -1.122496   0.286419  -0.836077 
    16600.0000  -1.124880   0.283636  -0.841245 
    16800.0000  -1.127109   0.287789  -0.839320 
    17000.0000  -1.130016   0.286021  -0.843995 
    17200.0000  -1.133788   0.282974  -0.850813 
    17400.0000  -1.134968   0.281873  -0.853095 
    17600.0000  -1.133389   0.283971  -0.849418 
    17800.0000  -1.131466   0.283929  -0.847537 
    18000.0000  -1.133389   0.284532  -0.848857 
    18200.0000  -1.133854   0.286706  -0.847148 
    18400.0000  -1.133344   0.285012  -0.848331 
    18600.0000  -1.132991   0.285773  -0.847218 
    18800.0000  -1.132461   0.284230  -0.848231 
    19000.0000  -1.133119   0.285327  -0.847791 
    19200.0000  -1.133523   0.288645  -0.844878 
    19400.0000  -1.137281   0.284675  -0.852605 
    19600.0000  -1.139705   0.284309  -0.855396 
    19800.0000  -1.140336   0.285051  -0.855284 
    20000.0000  -1.137600   0.287778  -0.849822 
    20200.0000  -1.136592   0.286461  -0.850131 
    20400.0000  -1.133462   0.282989  -0.850473 
    20600.0000  -1.135344   0.287265  -0.848079 
    20800.0000  -1.136019   0.286218  -0.849800 
    21000.0000  -1.135019   0.284164  -0.850855 
    21200.0000  -1.138092   0.285791  -0.852301 
    21400.0000  -1.142672   0.285286  -0.857386 
    21600.0000  -1.142525   0.284905  -0.857620 
    21800.0000  -1.143636   0.287630  -0.856006 
    22000.0000  -1.138342   0.289080  -0.849262 
    22200.0000  -1.139411   0.285004  -0.854406 
    22400.0000  -1.138585   0.284858  -0.853727 
    22600.0000  -1.137171   0.286198  -0.850973 
    22800.0000  -1.140400   0.285068  -0.855332 
    23000.0000  -1.140598   0.287466  -0.853132 
    23200.0000  -1.139585   0.283389  -0.856196 
    23400.0000  -1.139422   0.285708  -0.853714 
    23600.0000  -1.138502   0.288157  -0.850345 
    23800.0000  -1.138750   0.285336  -0.853414 
    24000.0000  -1.134495   0.285753  -0.848742 
    24200.0000  -1.139664   0.286984  -0.852680 
    24400.0000  -1.136174   0.282994  -0.853181 
    24600.0000  -1.142274   0.284665  -0.857610 
    24800.0000  -1.142662   0.286754  -0.855907 
    25000.0000  -1.143872   0.284330  -0.859542 
    25200.0000  -1.142272   0.283928  -0.858344 
    25400.0000  -1.144555   0.282855  -0.861700 
    25600.0000  -1.142746   0.286000  -0.856745 
    25800.0000  -1.143121   0.286907  -0.856214 
    26000.0000  -1.138718   0.284425  -0.854293 
    26200.0000  -1.140761   0.285216  -0.855545 
    26400.0000  -1.139797   0.284825  -0.854972 
    26600.0000  -1.137193   0.287323  -0.849871 
    26800.0000  -1.138796   0.285629  -0.853167 
    27000.0000  -1.139380   0.283749  -0.855631 
    27200.0000  -1.141762   0.285373  -0.856389 
    27400.0000  -1.141390   0.285797  -0.855593 
    27600.0000  -1.142358   0.283350  -0.859007 
    27800.0000  -1.144839   0.282547  -0.862292 
    28000.0000  -1.147358   0.286116  -0.861242 
    28200.0000  -1.143476   0.283962  -0.859514 
    28400.0000  -1.145651   0.285007  -0.860644 
    28600.0000  -1.143924   0.286481  -0.857443 
    28800.0000  -1.145612   0.283342  -0.862270 
    29000.0000  -1.145920   0.287181  -0.858740 
    29200.0000  -1.143423   0.286161  -0.857263 
    29400.0000  -1.142472   0.288002  -0.854470 
    29600.0000  -1.142312   0.287284  -0.855028 
    29800.0000  -1.145265   0.285961  -0.859304 
    30000.0000  -1.141556   0.285836  -0.855720 
    30200.0000  -1.147610   0.284650  -0.862960 
    30400.0000  -1.148982   0.285948  -0.863034 
    30600.0000  -1.148653   0.283260  -0.865393 
    30800.0000  -1.143848   0.284700  -0.859149 
    31000.0000  -1.144786   0.283763  -0.861024 
    31200.0000  -1.143825   0.283891  -0.859934 
    31400.0000  -1.146462   0.287367  -0.859095 
    31600.0000  -1.146586   0.286526  -0.860059 
    31800.0000  -1.146018   0.284695  -0.861323 
    32000.0000  -1.144455   0.283503  -0.860952 
    32200.0000  -1.151438   0.286617  -0.864820 
    32400.0000  -1.152299   0.286286  -0.866013 
    32600.0000  -1.149292   0.283870  -0.865422 
